X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-119.2044105,38.24621688,train,0.0022131494693074967,89.15722673940239,0.9965322002432467
-119.862728,38.699097,train,0.002558050882267139,91.51377328850398,0.9985655303599539
-121.566553,41.928368,train,3.360303459254729E-4,44.97077239450938,0.5768467684180962
-121.5026417,41.717345,train,2.858273472990326E-4,41.17100835451184,0.5188295110864714
-121.810014,41.97183517,train,5.818801012121197E-4,60.51170263490978,0.7744554761175313
-118.18782,37.334216,train,6.313058188179316E-4,62.75277230042918,0.8012555891663318
-118.6535034,37.57978058,train,0.0043756550987096715,98.92188294711968,0.9999863101293012
-119.0470417,37.91645833,train,0.004934005749358876,99.41529647680984,0.9999967206713722
-118.65831,37.631823,train,0.001382761754390635,81.3477613824492,0.9709570086434811
-118.404523,37.485213,train,0.0010726914509998633,75.75852746457169,0.9357772733069515
-118.698825,37.538796,train,7.770187926091415E-4,67.56647514662066,0.8631222192224138
-122.2770113,41.57220294,train,4.1905040737675567E-4,51.01746135935138,0.657847494184679
-120.2000298,39.06359649,train,1.0663295327116585E-4,17.069208600531663,0.23883990792248244
-115.5880903,35.52815535,train,2.0169893074588712E-4,32.47520516092515,0.4032274036865263
-118.0971533,35.98604306,train,0.001619339305807811,84.63533881860438,0.9841480697561211
-118.2392836,36.06403486,train,0.002582531275724624,92.02775425354511,0.9986526480106078
-119.0968596,37.94420791,train,0.005846997665117796,99.99999850468781,0.9999996830564599
-121.1344546,40.54131529,train,3.6700760566484795E-4,47.54211400436566,0.6090996918046039
-121.2090406,40.68952314,train,2.6182991191661545E-4,39.3303373244872,0.48835060852379286
-120.8182168,40.66486137,train,5.725412182821981E-4,60.053282400896265,0.7689996789162921
-120.7839274,40.61065808,train,8.202801772541358E-4,69.07481601254263,0.87746861768728
-117.756705,36.51130333,train,5.722915788407946E-4,60.012533921049524,0.7688520419724911
-118.427545,37.12766383,train,0.001381363067203174,81.26287001511915,0.9708528560668209
-120.0177814,39.8774804,train,0.0011874517220375324,78.35352506280705,0.9521225374538185
-118.6937447,37.70820337,train,0.0022708968560933417,90.05629974100711,0.997008651589836
-121.6473838,41.01771705,train,6.630588317796943E-5,8.753447322599373,0.15608228879203612
-118.6189803,37.9348939,train,6.457538600071238E-4,63.48739264694566,0.8084704765130579
-118.1570417,37.254985,train,9.174056454455456E-4,72.03827506459547,0.9044367210020597
-119.080067,37.795941,train,6.269143093504164E-4,62.426115141256815,0.7990092146722371
-118.2705841,37.04927826,train,4.5182230734263176E-4,53.011073598186655,0.685374941937673
-118.6311939,37.73666795,train,3.968331361314532E-4,49.47715656390677,0.6378282874702541
-120.6086111,40.29416667,train,5.536156753781409E-4,59.03529964390481,0.7575352638998845
-122.62017,41.83403,train,2.9073850195931804E-4,41.64806813734527,0.5248396783676433
-119.433096,38.58408418,train,0.0010217666433351197,73.99981314495405,0.9268368555574003
-117.0718684,36.23652906,train,5.067306977655349E-4,56.005311191744646,0.7266230589362426
-120.0603428,39.25203757,train,6.314594542156846E-4,62.76456837241504,0.8013337215990401
-122.3522146,41.22173089,train,8.381234571943796E-5,12.415016817984775,0.19305965758385013
-120.0210287,38.88060653,train,0.0036271928574400304,97.28418041570238,0.9999070337330066
-118.7677217,37.57285691,train,0.003966151400811116,98.0596036349762,0.9999609547396745
-118.8311389,37.65824167,train,0.002191955547995544,88.71529495768097,0.9963389020690308
-118.178765,37.38442225,train,1.2639204335582134E-4,20.37094649160586,0.2763750870021884
-118.257281,36.998076,train,3.461387949477671E-4,46.09441405927276,0.587653813753918
-119.157491,38.089358,train,0.001394734971707467,81.53684319673782,0.9718334957259067
-119.9568033,38.90803667,train,0.0035595828676667674,96.5623244699788,0.9998894713607422
-120.3584367,40.57204167,train,8.345852919738424E-4,69.82340267384122,0.8818735910080574
-120.6183672,40.36676869,train,0.0018012964756614978,86.52106901226236,0.9900497438089189
-118.5609883,36.78866167,train,0.0029789025933463086,94.24005843095424,0.9995114501185627
-118.4111117,36.34259167,train,0.0026088274020505176,92.28859856965087,0.9987403422503152
-120.2410591,39.43207333,train,6.955556628052248E-4,65.17257702437774,0.8313911596874686
-120.1238058,40.07781525,train,0.0010478678856081472,74.7986738858639,0.931564652985343
-118.4103805,37.364236,train,0.0028822842344710387,93.94216697534749,0.9993743930810067
-118.4365139,36.13314444,train,0.001052011474939715,75.12482560628357,0.9322865693745075
-120.0760417,40.06034717,train,7.392001552703961E-4,66.3007529703894,0.8492112679346631
-122.2332919,41.35412079,train,1.1399104322167739E-4,18.339535999372924,0.25303992038810896
-118.2663859,35.84009883,train,4.498867600291164E-4,52.89515211527386,0.6838125004840038
-118.6694442,36.79083224,train,0.00241129931294865,91.00241999750058,0.9979116285710232
-120.24893,39.36721167,train,6.036936994206163E-4,61.39418693322796,0.7867022994811312
-122.0865349,41.47682478,train,2.3827730801190847E-4,36.76985330675365,0.4565601218543861
