X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-122.0196533,37.08585785,train,1.8803158965615736E-4,12.114715697587194,0.24012192037846614
-121.925325,37.878444,train,9.655148987215209E-4,53.29456298251929,0.7558609025027881
-119.257102,34.288469,train,0.0014290383849726717,72.83256147235652,0.8759334112562407
-116.481385,32.935829,train,0.002380242360666679,92.57454041765845,0.9690708023184512
-118.1033333,34.18933333,train,0.003085238394226654,97.65434132379288,0.988953212775287
-120.8695,35.30333333,train,0.0012452086282249782,66.86433566520667,0.8377271072134476
-121.782051,38.013213,train,1.430216915733813E-4,9.389498547357265,0.18849586394909257
-118.365455,33.756166,train,0.0028869366759058336,97.04557052879757,0.9852427396113057
-118.758209,34.118781,train,0.001630125350556833,79.27161118640198,0.9075049288923234
-118.57433,34.932947,train,4.136134196785211E-4,26.323617302445882,0.4533967839664419
-118.31878,33.733139,train,0.0025325608880414473,93.80391463396454,0.9752392942087402
-116.919478,33.33464,train,0.001447948219624714,73.5645283423419,0.8793126988453732
-116.5918417,33.64446667,train,8.586506946718144E-4,47.2741800471528,0.7146260816726018
-116.523077,32.849928,train,0.001354255977088812,70.09904065830973,0.8616164685278751
-117.209271,34.273072,train,0.0013017395050451555,68.901302463288,0.8505857025095219
-121.881875,37.51313,train,4.04508724362071E-4,25.77023927529369,0.4460804509106223
-119.792125,34.504655,train,5.957313022725591E-4,34.639255029620976,0.5810455815988433
-116.80677,32.84436667,train,0.001337555824908923,69.5225279306179,0.8582000039719718
-117.116803,32.543488,train,0.0011441813812578417,61.557413323425344,0.8119293942157593
-121.4463667,35.9719,train,8.404319800876683E-4,46.53604396410932,0.7069314523953422
-117.171395,33.45598,train,0.0012066210727566635,64.3900866271541,0.8283200692425805
-122.344077,38.956464,train,1.3458547279802203E-4,8.859319997146496,0.1784362340912432
-116.872653,33.305382,train,0.001384558222923648,70.88122655317463,0.8676067980679223
-117.816885,34.16350489,train,0.0019652297269218745,85.04559661066779,0.943299890020499
-118.8799533,34.238455,train,0.001648575097439809,79.60045373202242,0.9099638059902646
-117.1471279,33.12185996,train,9.155855512743526E-4,50.57037290830396,0.7373942449565736
-118.8234783,34.12969717,train,0.002221082177870883,90.0280545731927,0.9609776426807615
-118.381336,34.018258,train,0.0015395562240920213,76.1056157858068,0.8944251101316347
-117.8578723,34.41387303,train,7.64889148519281E-4,43.1673400288861,0.6727489362808672
-118.291088,34.148226,train,0.002349806591607225,92.0988930306012,0.9676650597331704
-116.68557,33.744808,train,0.0023203835112393044,91.39678889397757,0.9662453825981281
-118.5535731,34.30549901,train,9.404773110410648E-4,52.05532557681038,0.7467689057347446
-117.7467957,34.26229095,train,9.185050198065715E-4,50.678253280944645,0.7385114887918278
-118.672985,34.90106,train,4.335712773851655E-4,27.417975485282977,0.4690981671011206
-119.7127819,34.46557121,train,0.0016571822477484696,80.09732912515913,0.9110884506184069
-121.32408,38.59573667,train,1.8764342101682368E-4,12.084889305770714,0.23969104381126294
-117.258585,32.92422167,train,8.017303348356978E-4,44.75696127996727,0.6898904627746774
-121.462325,36.11705283,train,7.39348997195965E-4,41.222421433904884,0.6603125460720697
-118.4441283,33.95096,train,0.001429884807544656,72.84610489267564,0.8760866748849515
-118.225601,34.108006,train,0.0026449688099045602,95.10428825471661,0.9789878709078073
-122.1414685,37.05363104,train,6.966210090297408E-4,39.76581788237859,0.6384410949532509
-120.7188726,35.61980956,train,2.8298615592052756E-4,18.50068977396383,0.33851427919867205
-118.2569278,35.92605278,train,1.8918464384346786E-4,12.203314936400997,0.2414003989268585
-122.40951,39.06118,train,1.8669277554011492E-4,12.011842898632956,0.23863477220190077
-117.2461341,33.1584402,train,0.0011945261033307062,63.68106730688372,0.825260707117834
-122.0452683,37.81582167,train,3.5400578777875413E-4,22.9432155410694,0.4036827298803952
-117.6302778,34.24944444,train,0.0019672328351937416,85.10752869718829,0.9434655122681384
-117.336053,33.17454734,train,0.0011063328824114048,60.10719247177056,0.8012414867025323
-118.9067078,34.15569687,train,0.001173159332016292,63.06839239140494,0.819722256627063
-116.631502,32.841099,train,0.0012902521347321948,68.60275505342362,0.8480579990256979
-116.5738617,32.96300833,train,0.002136258063537617,88.7096980996748,0.9558315799823088
-118.6710583,34.29648333,train,9.233062867317432E-4,51.12850485813248,0.7403385462382275
-117.1503667,34.26870333,train,0.0020734719855861174,88.08111956186488,0.9515902379206211
-118.54705,34.13429717,train,0.0027206776366778345,95.90817881596644,0.9811872222174263
-117.0992194,33.22520556,train,9.622326335404816E-4,53.00974310281682,0.7546878493464524
-118.3721187,33.84579947,train,0.0013891549798928382,71.29838609653335,0.8684925778177344
-117.0510712,32.83114243,train,0.001230393959154921,65.66581364728513,0.8341780761371093
-118.435986,34.10783492,train,0.0028098389608664487,96.46881245778263,0.9834840425378887
-118.1448912,34.21714758,train,0.0018105965798165076,82.06180880495566,0.9289347076516546
-118.9963455,34.32547379,train,8.009308919774914E-4,44.729519123313615,0.6895282018383513
-118.6799783,34.18437167,train,0.0012377161555020841,66.09598262777658,0.8359417927620798
-117.25032,32.86593833,train,0.002141874813024443,88.92392938086294,0.9561923931527769
-116.540555,33.143333,train,3.536581106582413E-4,22.898456660684396,0.40337987876883086
-117.8345118,34.29058238,train,0.001036797042511327,56.98464123389156,0.7799974299304625
-116.8474007,32.88954413,train,0.0013619549156685673,70.33278060165948,0.8631636508691293
-119.989186,34.735419,train,5.045949955551683E-4,30.87934980662683,0.5214045708018894
-118.6127567,34.28982833,train,7.90060364224291E-4,44.217078439911226,0.6845601057050696
-117.5079733,34.232,train,7.40575190422579E-4,41.27886130124744,0.6609202821857956
-121.6780536,37.56688605,train,4.3627971067395163E-4,27.491496977156824,0.47119391564808577
-118.7091667,34.06916667,train,0.0023804714017544443,92.8101513571899,0.9690811459926932
-117.7979249,33.78072455,train,0.0015860096296667165,77.95475246128485,0.9013497264343612
-116.9539025,32.97430777,train,0.0010855618462082119,59.16160569885333,0.7951200576870081
-121.494355,36.0783195,train,0.0010903302275412162,59.52755825618286,0.7965418120769977
-118.4828207,34.0857827,train,0.003143071648644638,98.5889014220405,0.9898478937248002
-121.7284241,38.00344086,train,1.1414601754337668E-4,7.605505706379708,0.15354342937785292
-120.4704044,35.02789176,train,3.107980155830715E-4,20.242073046036122,0.3648427811910374
-118.115875,34.28329167,train,0.0016702402736562174,80.32854462502308,0.9127678994416345
-117.4455033,33.60656667,train,0.0015049981373670013,75.03737631187515,0.8889602281000791
-116.8057369,34.21845971,train,7.670027171419471E-4,43.316909584165565,0.6737574754201465
-116.9852448,33.26610565,train,8.723497724031203E-4,48.25524634863566,0.7202784968239503
-118.3207951,34.27224454,train,0.0011419103065498353,61.32857666880341,0.8113045983407979
-116.8930586,34.08071677,train,0.0012233383346528484,65.3552898233969,0.8324606336459142
-120.6141847,35.04647919,train,4.705890708744634E-4,29.033171504573964,0.49703673058345943
-120.4472155,34.71415307,train,0.001183490827007184,63.26191295364674,0.8224218510440454
-116.7496913,33.73344972,train,0.0013876807879122121,71.02017242589099,0.8682091533771183
-117.1298444,34.21819722,train,0.0030945663533818997,97.96368283928548,0.9891026756532486
-119.6603876,34.45392371,train,0.0019576292974899335,84.84905020655677,0.9426670413066957
-121.1870283,36.47047,train,2.1288554909241832E-4,13.902930969754683,0.26720806154775667
-116.7107346,34.16029924,train,0.0015761891470621888,77.82007627665969,0.899924727618098
-116.8689731,32.81209689,train,0.0011379921647393524,61.1004423600139,0.8102217940117309
-122.5416996,38.98851456,train,1.812706756297583E-4,11.693293311247777,0.23258210851536276
-121.7715366,39.77091395,train,1.290652168240936E-4,8.514699742349222,0.17178629525510947
-117.0870528,32.96113833,train,8.234055620823862E-4,45.785843161084046,0.699552945729845
-117.2036367,32.99978333,train,0.0019995741908131887,86.31581544750344,0.9460735955897536
-117.1567083,33.0410195,train,0.0014567221628859488,74.14532642723542,0.8808492336915589
-121.2739612,38.62780834,train,1.6839326435912923E-4,10.753626238033444,0.21801357130900378
-117.2637442,34.08051564,train,9.285381621595404E-4,51.54653753119613,0.7423149343439255
-117.6545874,33.69192221,train,0.001554196899171413,76.88041275844931,0.8966584386732774
-117.123955,33.34156667,train,0.0012590935288956193,67.84004839833649,0.8409844125381318
-117.1637333,32.916005,train,0.001448185097193404,73.58759063974422,0.8793544410910853
-118.7771683,34.16559601,train,0.002021745305638724,86.64039157656637,0.9477916722524166
-117.6972,33.923,train,0.0010217217273213817,56.561277909787464,0.7751002170786168
