Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.33112E-4,21.751453715,0.288714107,0.179727596,0.155555556,0
1.34299E-4,22.005502683,0.290872171,0.177852349,0.155555556,0
1.35894E-4,22.262344611,0.293761365,0.175977102,0.155555556,0
1.37077E-4,22.507987207,0.295895979,0.174200553,0.155555556,0
1.38252E-4,22.755455128,0.298010706,0.172424003,0.162962963,0
1.40242E-4,23.006164751,0.301576134,0.170647454,0.162962963,0
1.41762E-4,23.260129718,0.304288237,0.168870904,0.17037037,0
1.43301E-4,23.502620118,0.30702225,0.167193052,0.185185185,0
1.44754E-4,23.761827622,0.309595255,0.165416502,0.185185185,0
1.45711E-4,24.008697183,0.311283937,0.16373865,0.185185185,0
1.47645E-4,24.25867364,0.314684908,0.162060797,0.185185185,0
1.49299E-4,24.511282925,0.317578967,0.160382945,0.185185185,0
1.50208E-4,24.750968792,0.319165705,0.15880379,0.192592593,0
1.52198E-4,25.007812136,0.322624279,0.157125938,0.192592593,0
1.53634E-4,25.252254145,0.325108518,0.155546782,0.192592593,0
1.55697E-4,25.515255208,0.328663666,0.15386893,0.192592593,0
1.57416E-4,25.765697597,0.331609183,0.152289775,0.192592593,0
1.59153E-4,26.003376217,0.334574335,0.150809317,0.2,0
1.61019E-4,26.25938755,0.337745868,0.149230162,0.2,0
1.62322E-4,26.502127126,0.339949413,0.147749704,0.2,0
1.64455E-4,26.76366985,0.343543023,0.146170549,0.2,0
1.65839E-4,27.011178079,0.345864986,0.144690091,0.2,0
1.67232E-4,27.261203363,0.348192182,0.143209633,0.222222222,0
1.68836E-4,27.513493207,0.350862572,0.141729175,0.222222222,0
1.70685E-4,27.751537267,0.353927521,0.140347414,0.222222222,0
1.72374E-4,28.008852636,0.356714598,0.138866956,0.22962963,0
1.73648E-4,28.251215278,0.358807832,0.137485195,0.22962963,0
1.75137E-4,28.512703424,0.361247336,0.136004737,0.22962963,0
1.76584E-4,28.758925021,0.363608251,0.134622977,0.237037037,0
1.77558E-4,29.00684517,0.365192959,0.133241216,0.237037037,0
1.79078E-4,29.256505437,0.367657217,0.131859455,0.237037037,0
1.80956E-4,29.508718074,0.370689679,0.130477694,0.237037037,0
1.82588E-4,29.763099836,0.373312471,0.129095934,0.237037037,0
1.84549E-4,30.001912377,0.376449625,0.12781287,0.244444444,0
1.85439E-4,30.260741561,0.377869385,0.126431109,0.244444444,0
1.86193E-4,30.502341093,0.379068191,0.125148046,0.244444444,0
1.88411E-4,30.764399352,0.382583211,0.123766285,0.244444444,0
1.90001E-4,31.010501112,0.385090268,0.122483221,0.244444444,0
1.92407E-4,31.259081728,0.388865308,0.121200158,0.244444444,0
1.94247E-4,31.510160439,0.391735807,0.119917094,0.244444444,0
1.96047E-4,31.763910906,0.394532448,0.118634031,0.244444444,0
1.98184E-4,32.000458136,0.39783504,0.117449664,0.251851852,0
1.99589E-4,32.259316453,0.399996641,0.116166601,0.251851852,0
2.01944E-4,32.500280716,0.403601111,0.114982235,0.259259259,0
2.04883E-4,32.765125192,0.408071173,0.113699171,0.259259259,0
2.07625E-4,33.012655322,0.412209575,0.112514805,0.259259259,0
2.09938E-4,33.263311613,0.41567957,0.111330438,0.259259259,0
2.11812E-4,33.516759102,0.418475208,0.110146072,0.259259259,0
2.13702E-4,33.750977703,0.421281826,0.109060403,0.259259259,0
2.1504E-4,34.008308763,0.423259326,0.107876036,0.259259259,0
2.16615E-4,34.267338658,0.42557945,0.10669167,0.259259259,0
2.18624E-4,34.506870872,0.42852577,0.105606001,0.259259259,0
2.20796E-4,34.770957328,0.43169388,0.104421634,0.259259259,0
2.22107E-4,35.014653171,0.433598345,0.103335965,0.259259259,0
2.25145E-4,35.260596038,0.437984258,0.102250296,0.259259259,0
2.26896E-4,35.50919481,0.440498087,0.101164627,0.266666667,0
2.30485E-4,35.761298043,0.445613334,0.100078958,0.266666667,0
2.33619E-4,36.016339185,0.450042346,0.098993289,0.266666667,0
2.35078E-4,36.250788228,0.452091697,0.098006317,0.266666667,0
2.36408E-4,36.510016619,0.453953571,0.096920647,0.266666667,0
2.38287E-4,36.771200508,0.456574286,0.095834978,0.274074074,0
2.39708E-4,37.010523134,0.458546802,0.094848006,0.274074074,0
2.42035E-4,37.251231827,0.461761078,0.093861034,0.274074074,0
2.42994E-4,37.517961456,0.463081431,0.092775365,0.274074074,0
2.45609E-4,37.76258893,0.466661813,0.091788393,0.281481481,0
2.46945E-4,38.008890165,0.468482621,0.090801421,0.281481481,0
2.5025E-4,38.257315813,0.472959226,0.089814449,0.281481481,0
2.53406E-4,38.50932862,0.477199605,0.088827477,0.288888889,0
2.56138E-4,38.76442822,0.480842249,0.087840505,0.288888889,0
2.57924E-4,39.021583436,0.483210329,0.086853533,0.288888889,0
2.60918E-4,39.255609283,0.487155315,0.085965259,0.288888889,0
2.64116E-4,39.517674371,0.491334919,0.084978287,0.296296296,0
2.65925E-4,39.756433006,0.493684757,0.084090012,0.303703704,0
2.70898E-4,40.024521362,0.500089046,0.08310304,0.311111111,0
2.74179E-4,40.26950435,0.50426826,0.082214765,0.311111111,0
2.77129E-4,40.517550123,0.507998082,0.08132649,0.311111111,0
2.80373E-4,40.769061075,0.51206526,0.080438216,0.318518519,0
2.83978E-4,41.023318275,0.516546106,0.079549941,0.318518519,0
2.86836E-4,41.251560016,0.520070123,0.078760363,0.325925926,0
2.89455E-4,41.511247844,0.523276565,0.077872088,0.325925926,0
2.91912E-4,41.7731621,0.526264105,0.076983814,0.333333333,0
2.94871E-4,42.007667823,0.529838196,0.076194236,0.333333333,0
2.98617E-4,42.274666051,0.534324343,0.075305961,0.333333333,0
3.01179E-4,42.514434333,0.537368738,0.074516384,0.340740741,0
3.04808E-4,42.756685364,0.541645015,0.073726806,0.348148148,0
3.08835E-4,43.002271912,0.546345365,0.072937229,0.348148148,0
3.1137E-4,43.25028409,0.549279063,0.072147651,0.348148148,0
3.1348E-4,43.500316301,0.551706422,0.071358073,0.355555556,0
3.19645E-4,43.753934212,0.558723735,0.070568496,0.355555556,0
3.22941E-4,44.011030938,0.562431372,0.069778918,0.362962963,0
3.24884E-4,44.270152548,0.56460132,0.068989341,0.362962963,0
3.26471E-4,44.530787345,0.566366114,0.068199763,0.362962963,0
3.33455E-4,44.762298642,0.574048054,0.067508883,0.362962963,0
3.36771E-4,45.030728198,0.577648256,0.066719305,0.37037037,0
3.38412E-4,45.267253398,0.579418111,0.066028425,0.37037037,0
3.40278E-4,45.504897463,0.581422477,0.065337544,0.37037037,0
3.43045E-4,45.778207446,0.584375396,0.064547967,0.377777778,0
3.45475E-4,46.019260129,0.586953118,0.063857086,0.385185185,0
3.47617E-4,46.261774356,0.58921122,0.063166206,0.392592593,0
3.50743E-4,46.506693003,0.592484041,0.062475326,0.392592593,0
3.58584E-4,46.755805889,0.60058096,0.061784445,0.392592593,0
3.62372E-4,47.008420917,0.604434459,0.061093565,0.392592593,0
3.64683E-4,47.262991951,0.606766987,0.060402685,0.392592593,0
3.66521E-4,47.518755622,0.608612667,0.059711804,0.392592593,0
3.71916E-4,47.777730151,0.613979834,0.059020924,0.414814815,0
3.75421E-4,48.002083714,0.617427209,0.058428741,0.414814815,0
3.77034E-4,48.265388385,0.619003411,0.05773786,0.422222222,0
3.81257E-4,48.530603912,0.623098538,0.05704698,0.422222222,0
3.83275E-4,48.760208932,0.625040726,0.056454797,0.422222222,0
3.87335E-4,49.029848622,0.628916312,0.055763916,0.422222222,0
3.92441E-4,49.264221987,0.633733678,0.055171733,0.422222222,0
3.97323E-4,49.50090559,0.638281668,0.05457955,0.437037037,0
4.00398E-4,49.78028176,0.641117348,0.05388867,0.437037037,0
4.04028E-4,50.021972234,0.64443634,0.053296486,0.437037037,0
4.09551E-4,50.266011914,0.649426627,0.052704303,0.437037037,0
4.12549E-4,50.512721888,0.652106206,0.05211212,0.437037037,0
4.1583E-4,50.761880926,0.655015584,0.051519937,0.437037037,0
4.19001E-4,51.012476474,0.65780442,0.050927754,0.437037037,0
4.215E-4,51.264609441,0.659985933,0.05033557,0.444444444,0
4.25008E-4,51.518931079,0.663024942,0.049743387,0.444444444,0
4.28405E-4,51.774837857,0.665942045,0.049151204,0.444444444,0
4.34772E-4,52.034281993,0.671341126,0.048559021,0.444444444,0
4.40395E-4,52.253359034,0.676037465,0.048065535,0.444444444,0
4.42866E-4,52.518296644,0.678079409,0.047473352,0.444444444,0
4.48063E-4,52.785919606,0.682333476,0.046881169,0.444444444,0
4.51822E-4,53.011061618,0.685374942,0.046387683,0.451851852,0
4.58848E-4,53.284934432,0.690981803,0.045795499,0.459259259,0
4.60083E-4,53.514665334,0.69195666,0.045302013,0.459259259,0
4.63029E-4,53.791952695,0.694270617,0.04470983,0.466666667,0
4.64458E-4,54.02386156,0.695387192,0.044216344,0.466666667,0
4.69018E-4,54.257396849,0.698921644,0.043722858,0.466666667,0
4.73696E-4,54.541017486,0.702504132,0.043130675,0.466666667,0
4.77972E-4,54.779288445,0.705742422,0.042637189,0.466666667,0
4.83732E-4,55.019624665,0.710048651,0.042143703,0.466666667,0
4.86516E-4,55.262348301,0.712107343,0.041650217,0.466666667,0
4.90575E-4,55.506957015,0.715082227,0.041156731,0.474074074,0
4.96556E-4,55.754397979,0.719410428,0.040663245,0.474074074,0
5.06731E-4,56.005318645,0.726623059,0.040169759,0.474074074,0
5.08695E-4,56.259272173,0.727994127,0.039676273,0.488888889,0
5.16132E-4,56.515675097,0.733122433,0.039182787,0.488888889,0
5.22653E-4,56.775551538,0.737539235,0.038689301,0.488888889,0
5.25912E-4,57.037636133,0.73971924,0.038195815,0.488888889,0
5.3024E-4,57.301871485,0.742586837,0.037702329,0.488888889,0
5.31867E-4,57.514367731,0.743656616,0.03730754,0.496296296,0
5.35329E-4,57.781497577,0.745917608,0.036814054,0.496296296,0
5.3644E-4,58.049424235,0.746638984,0.036320568,0.496296296,0
5.43871E-4,58.265642247,0.751412278,0.03592578,0.496296296,0
5.4821E-4,58.539150167,0.754157487,0.035432294,0.496296296,0
5.50903E-4,58.759311489,0.755845757,0.035037505,0.496296296,0
5.53616E-4,59.035332671,0.757535264,0.034544019,0.496296296,0
5.58601E-4,59.257508382,0.76060902,0.03414923,0.503703704,0
5.67009E-4,59.539502365,0.765705947,0.033655744,0.503703704,0
5.7079E-4,59.767285841,0.767962233,0.033260955,0.511111111,0
5.72541E-4,60.053271083,0.768999679,0.032767469,0.518518519,0
5.76973E-4,60.283069558,0.771605078,0.032372681,0.533333333,0
5.81952E-4,60.515052564,0.77449725,0.031977892,0.540740741,0
5.86279E-4,60.807585241,0.776980229,0.031484406,0.540740741,0
5.90912E-4,61.042950366,0.779609539,0.031089617,0.540740741,0
6.00971E-4,61.282335486,0.785210825,0.030694828,0.540740741,0
6.06854E-4,61.524015511,0.788420308,0.030300039,0.548148148,0
6.10336E-4,61.767707996,0.790297796,0.029905251,0.548148148,0
6.1605E-4,62.013551372,0.79334193,0.029510462,0.548148148,0
6.24501E-4,62.261527479,0.79776378,0.029115673,0.548148148,0
6.28178E-4,62.512298825,0.799658207,0.028720884,0.562962963,0
6.31459E-4,62.764549201,0.801333722,0.028326096,0.57037037,0
6.3749E-4,63.019104048,0.804376225,0.027931307,0.577777778,0
6.41182E-4,63.27504198,0.806216228,0.027536518,0.577777778,0
6.46726E-4,63.532545949,0.808946497,0.027141729,0.585185185,0
6.59315E-4,63.794002544,0.81500405,0.02674694,0.585185185,0
6.66821E-4,64.060209031,0.818523809,0.026352152,0.585185185,0
6.67898E-4,64.260541532,0.819023663,0.02605606,0.585185185,0
6.78193E-4,64.529995884,0.823729508,0.025661271,0.585185185,0
6.84406E-4,64.802893348,0.826510309,0.025266482,0.592592593,0
6.86191E-4,65.008521008,0.827301358,0.024970391,0.592592593,0
7.02097E-4,65.287172258,0.83419057,0.024575602,0.6,0
7.19452E-4,65.570693806,0.841394027,0.024180813,0.6,0
7.20642E-4,65.786733223,0.841876346,0.023884722,0.6,0
7.30805E-4,66.005192536,0.845936352,0.02358863,0.6,0
7.39201E-4,66.30078271,0.849211551,0.023193841,0.607407407,0
7.47369E-4,66.524475204,0.852330954,0.02289775,0.607407407,0
7.57461E-4,66.750697055,0.856096221,0.022601658,0.607407407,0
7.60225E-4,67.05454087,0.857110846,0.022206869,0.607407407,0
7.65699E-4,67.28410721,0.859098646,0.021910778,0.614814815,0
7.7499E-4,67.515313964,0.86240975,0.021614686,0.614814815,0
7.87385E-4,67.827885518,0.86670578,0.021219897,0.622222222,0
7.93135E-4,68.064963175,0.868653168,0.020923806,0.62962963,0
7.9693E-4,68.303721821,0.869922845,0.020627714,0.62962963,0
7.99963E-4,68.543312886,0.870928615,0.020331623,0.62962963,0
8.07453E-4,68.784359423,0.873379095,0.020035531,0.62962963,0
8.18604E-4,69.029465934,0.876941795,0.019739439,0.62962963,0
8.27724E-4,69.276213535,0.879780862,0.019443348,0.637037037,0
8.32047E-4,69.524989433,0.8811037,0.019147256,0.637037037,0
8.33818E-4,69.774870405,0.881641384,0.018851165,0.637037037,0
8.37784E-4,70.02572534,0.882836675,0.018555073,0.644444444,0
8.4202E-4,70.277998697,0.884099958,0.018258981,0.651851852,0
8.49528E-4,70.531724664,0.886306004,0.01796289,0.651851852,0
8.71402E-4,70.790338134,0.892495977,0.017666798,0.651851852,0
8.76132E-4,71.052729911,0.893789413,0.017370707,0.651851852,0
8.85417E-4,71.317404939,0.896283783,0.017074615,0.659259259,0
8.93441E-4,71.584499893,0.898392081,0.016778523,0.666666667,0
9.03895E-4,71.764734915,0.901074372,0.016581129,0.666666667,0
9.17406E-4,72.038282243,0.904436721,0.016285038,0.674074074,0
9.46663E-4,72.317531145,0.911331131,0.015988946,0.681481481,0
9.63796E-4,72.50902664,0.915135262,0.015791552,0.681481481,0
9.74188E-4,72.800567264,0.917362626,0.01549546,0.681481481,0
9.86852E-4,73.09439332,0.919997968,0.015199368,0.681481481,0
9.93498E-4,73.292680094,0.921347356,0.015001974,0.688888889,0
1.00878E-3,73.593157586,0.924364618,0.014705882,0.688888889,0
1.01538E-3,73.795743722,0.925630699,0.014508488,0.688888889,0
1.02497E-3,74.1021685,0.927433746,0.014212396,0.696296296,0
1.02959E-3,74.307773062,0.92828773,0.014015002,0.703703704,0
1.03707E-3,74.515116249,0.929646895,0.013817608,0.703703704,0
1.04904E-3,74.82945417,0.931770155,0.013521516,0.711111111,0
1.05041E-3,75.039425708,0.932009188,0.013324122,0.711111111,0
1.05436E-3,75.250062534,0.932691801,0.013126727,0.725925926,0
1.05825E-3,75.567121434,0.933359358,0.012830636,0.725925926,0
1.07445E-3,75.781835156,0.936064982,0.012633241,0.733333333,0
1.08647E-3,76.106774004,0.938002755,0.01233715,0.733333333,0
1.08788E-3,76.324299232,0.938225957,0.012139755,0.733333333,0
1.08841E-3,76.541950046,0.938309374,0.011942361,0.733333333,0
1.10085E-3,76.761327622,0.94024294,0.011744966,0.733333333,0
1.10407E-3,77.09209538,0.940733609,0.011448875,0.740740741,0
1.11153E-3,77.313996777,0.941854824,0.01125148,0.740740741,0
1.14254E-3,77.541125738,0.946290524,0.011054086,0.740740741,0
1.14878E-3,77.770763974,0.947141215,0.010856692,0.740740741,0
1.16294E-3,78.002134291,0.949022402,0.010659297,0.740740741,0
1.18762E-3,78.355937432,0.952142851,0.010363206,0.748148148,0
1.19603E-3,78.594905681,0.953162756,0.010165811,0.755555556,0
1.22349E-3,78.837191501,0.956341315,0.009968417,0.762962963,0
1.25639E-3,79.086659692,0.95986636,0.009771023,0.762962963,0
1.26343E-3,79.338779627,0.960583043,0.009573628,0.77037037,0
1.27505E-3,79.593606513,0.961738047,0.009376234,0.77037037,0
1.29931E-3,79.852437353,0.964041625,0.009178839,0.77037037,0
1.33235E-3,80.116995919,0.966957163,0.008981445,0.77037037,0
1.34545E-3,80.251540772,0.968046715,0.008882748,0.77037037,0
1.35531E-3,80.522527292,0.968843218,0.008685353,0.777777778,0
1.37018E-3,80.796106699,0.970006717,0.008487959,0.785185185,0
1.37821E-3,81.071321195,0.970616824,0.008290565,0.785185185,0
1.38276E-3,81.347733677,0.970957009,0.00809317,0.792592593,0
1.40046E-3,81.62725321,0.972243219,0.007895776,0.807407407,0
1.41374E-3,81.768626979,0.973170587,0.007797079,0.807407407,0
1.42795E-3,82.05398968,0.974129131,0.007599684,0.807407407,0
1.44928E-3,82.343457904,0.975503359,0.00740229,0.807407407,0
1.45962E-3,82.634399699,0.976143362,0.007204895,0.814814815,0
1.4598E-3,82.780380003,0.976154364,0.007106198,0.814814815,0
1.48897E-3,83.075716527,0.977869726,0.006908804,0.814814815,0
1.50799E-3,83.376289878,0.978920966,0.006711409,0.822222222,0
1.51536E-3,83.527826343,0.979315196,0.006612712,0.822222222,0
1.5571E-3,83.836546944,0.981410858,0.006415318,0.822222222,0
1.58367E-3,84.151790289,0.982632662,0.006217923,0.822222222,0
1.59782E-3,84.311572365,0.983250559,0.006119226,0.822222222,0
1.61934E-3,84.635349263,0.98414807,0.005921832,0.822222222,0
1.64335E-3,84.799684552,0.985092984,0.005823135,0.82962963,0
1.64847E-3,85.129243046,0.985286898,0.00562574,0.82962963,0
1.68843E-3,85.298086446,0.98671742,0.005527043,0.837037037,0
1.71713E-3,85.641076736,0.98765802,0.005329649,0.837037037,0
1.71886E-3,85.812962983,0.987712577,0.005230951,0.837037037,0
1.76558E-3,86.163739201,0.989097206,0.005033557,0.837037037,0
1.77222E-3,86.340961196,0.989281026,0.00493486,0.837037037,0
1.8013E-3,86.521090843,0.990049744,0.004836163,0.837037037,0
1.84015E-3,86.885456828,0.990991584,0.004638768,0.844444444,0
1.86354E-3,87.071811272,0.991515138,0.004540071,0.844444444,0
1.93836E-3,87.265647571,0.992993793,0.004441374,0.851851852,0
1.99865E-3,87.660395063,0.993995492,0.004243979,0.851851852,0
2.05401E-3,87.86579576,0.994788736,0.004145282,0.851851852,0
2.07893E-3,88.073689102,0.995110809,0.004046585,0.851851852,0
2.0894E-3,88.282628944,0.995240021,0.003947888,0.851851852,0
2.19196E-3,88.71531374,0.996338902,0.003750493,0.851851852,0
2.20615E-3,88.935928571,0.996469503,0.003651796,0.859259259,0
2.21315E-3,89.157243518,0.9965322,0.003553099,0.859259259,0
2.22973E-3,89.380216526,0.99667628,0.003454402,0.866666667,0
2.23417E-3,89.603633143,0.996713803,0.003355705,0.874074074,0
2.25626E-3,89.829258822,0.996894442,0.003257008,0.874074074,0
2.2709E-3,90.056348508,0.997008652,0.00315831,0.874074074,0
2.29225E-3,90.285573757,0.997167761,0.003059613,0.881481481,0
2.36398E-3,90.521971942,0.997642771,0.002960916,0.888888889,0
2.39327E-3,90.761299255,0.997813024,0.002862219,0.896296296,0
2.4113E-3,91.002429186,0.997911629,0.002763522,0.896296296,0
2.55337E-3,91.257766605,0.998548258,0.002664824,0.903703704,0
2.55805E-3,91.513571693,0.99856553,0.002566127,0.903703704,0
2.55917E-3,91.769488472,0.998569625,0.00246743,0.911111111,0
2.58253E-3,92.027741599,0.998652648,0.002368733,0.911111111,0
2.60883E-3,92.28862434,0.998740342,0.002270036,0.918518519,0
2.62674E-3,92.551298044,0.998796778,0.002171338,0.925925926,0
2.70016E-3,92.821313751,0.999002901,0.002072641,0.925925926,0
2.75927E-3,93.097240504,0.999142891,0.001973944,0.925925926,0
2.78185E-3,93.375425767,0.99919103,0.001875247,0.925925926,0
2.785E-3,93.653925497,0.999197514,0.00177655,0.925925926,0
2.88228E-3,93.94215392,0.999374393,0.001677852,0.925925926,0
2.9789E-3,94.240044179,0.99951145,0.001579155,0.933333333,0
3.03411E-3,94.543455409,0.999575827,0.001480458,0.940740741,0
3.23161E-3,94.866616821,0.999744132,0.001381761,0.940740741,0
3.24342E-3,95.190958753,0.999751747,0.001283064,0.948148148,0
3.32435E-3,95.523393626,0.999798191,0.001184366,0.948148148,0
3.33582E-3,95.856975253,0.999804028,0.001085669,0.948148148,0
3.49359E-3,96.206334038,0.999869133,0.000986972,0.948148148,0
3.55958E-3,96.562292324,0.999889471,0.000888275,0.948148148,0
